user_id,item_ids,mask,item_titles,replaced_item_titles,timestamp
4710,"[208, 3023, 2736, 3269, 4106, 3949, 4073, 4643, 655, 807, 2948]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['The Entity', 'The Incredible Hulk', 'The Addams Family - The Complete Series', 'Star Trek', 'Hawaii Five-0: Season 3', 'Taken 2', 'All In The Family: The Complete Series', 'Taken 2', 'Holocaust EP mode', 'Doctor Who - Ghost Light', 'Lost in Space - Seasons 1 - 3']",['Lost in Space - Seasons 1 - 3'],1424563200
2679,"[1206, 1051, 475, 4435, 69, 615, 2522, 508, 1202, 1156, 205]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The Cider House Rules', 'Star 80', 'Suddenly Last Summer', 'Untold History of the United States', 'Blade Runner', 'Hustler', 'The Loneliness of the Long Distance Runner', 'In a Lonely Place', 'The Fourth Man', ""Boys Don't Cry"", 'Patton']",[],1436140800
753,"[284, 3103, 4810, 4792, 34, 545, 1187, 2402, 1389, 4233, 21]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Black Rain', 'Devil in a Blue Dress/Arlington Road', 'Time Lapse', 'Predestination', 'Sweet Dreams', ""What's Love Got To Do With It?"", 'The Ninth Gate', 'Ultraviolet', 'Mercy', 'The Wicked', 'Dolores Claiborne']",[],1443052800
3403,"[4040, 141, 2940, 4055, 512, 2753, 4170, 4094, 1267, 3424, 4688]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","['Friends with Kids', 'Final Exam 1981', 'Gone with the Wind', 'The Campaign', 'Baby the Rain Must Fall', 'I Am Omega', 'Red Dwarf: Series X', 'Pitch Perfect', 'The Legend of Billie Jean', '9 2009', 'Prom Night']","['The Living And The Dead', 'Fluke']",1410220800
996,"[2414, 1557, 391, 2818, 2818, 2821, 2821, 1789, 2367, 2302, 2710]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['Severed: Forest of the Dead', 'The Secret - Extended Edition', 'Ring of Bright Water', 'He Was A Quiet Man', 'He Was A Quiet Man', 'P2 Theatrical Release', 'P2 Theatrical Release', 'Two Weeks Notice', 'Masters of Horror - Don Coscarelli - Incident on and off a Mountain Road', 'Mrs Henderson Presents Region 2 - Non USA Format  UK', 'Pumpkinhead 4: Blood Feud']",['Shutter'],1230854400
373,"[3226, 59, 2337, 4974, 2973, 2973, 3427, 3572, 2050, 3144, 1978]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['American Swing', 'Desperate Housewives: Second Season the Extra Juicy Edition', 'Bukowski - Born Into This', 'Gran Torino', 'Righteous Kill', 'Righteous Kill', 'District 9 [UMD for PSP]', ""The King's Speech"", 'Samantha - An American Girl Holiday', 'Mad Men: Season 2', 'Iron Jawed Angels']",['Big Deal on Madonna Street'],1350777600
156,"[3065, 219, 1133, 1294, 2643, 2643, 2736, 3791, 703, 873, 2465]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Holiday in Handcuffs', 'White Christmas', 'Never Been Kissed', ""I'll Be Home for Christmas 1998"", 'The Woody Woodpecker and Friends Classic Cartoon Collection', 'The Woody Woodpecker and Friends Classic Cartoon Collection', 'The Addams Family - The Complete Series', 'Christmas Cupid', 'Mixed Nuts', 'That Darn Cat!', 'Bah, Humduck! A Looney Tunes Christmas']",[],1346803200
965,"[29, 205, 1834, 1648, 2086, 724, 797, 2083, 4092, 1702, 2475]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","['From the Earth to the Moon', 'Patton', 'The Chosen', 'Shackleton - The Greatest Survival Story of All Time', 'Flight of the Phoenix', 'Elizabeth R', 'I, Claudius', 'The Bob Newhart Show: The Complete First Season', 'Hellsing - Hellsing Series', 'Spirit: Stallion of the Cimarron', 'Columbo: The Complete Sixth &amp; Seventh Seasons']",['Gettysburg'],1157241600
353,"[1359, 1477, 1669, 2102, 1480, 4924, 5034, 4764, 1498, 2091, 3059]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","['Memento', '24: Season 1', 'Friends: Season 2', ""OCEAN'S TWELVE (WS) (DVD)"", 'The Lord of the Rings: The Return of the King', 'The Lord Of The Rings: The Return Of The King', 'Lord of the Rings Return of the King 2 Disc Extended DVD', 'Big Hero 6', 'Pirates of the Caribbean: The Curse of the Black Pearl', 'Magnum P.I.: The Complete Second Season', ""Pilgrim's Progress: Journey to Heaven""]","['Anchorman: The Legend of Ron Burgundy', 'Friends: Season 3']",1145145600
1823,"[2278, 3541, 2192, 359, 2234, 2237, 115, 1564, 2188, 1534, 2251]","[0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]","['Red Eye', 'NCIS: Los Angeles: Season 2', 'Walk on Water', 'Flesh &amp; the Devil', 'Mysterious Skin', 'Ma Mere', 'Oh God You Devil', 'Walk the Line', 'The Polar Express', 'Fantastic Four', 'Lila Says']","['Family Guy, Volume One', 'Be Cool', 'Land of the Dead']",1134259200
