user_id,item_ids,mask,item_titles,replaced_item_titles,timestamp
1431,"[8383, 8397, 5364, 6572, 8674, 9437, 6895, 1157, 7761, 5023, 9782]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[""Underwater World 40 Piece Children's Puzzle Ball"", 'Bath Time 300 Piece Large Format Puzzle', 'Swimways Toypedo Bandits', 'African Splendor 500 Piece Puzzle', 'Animals in Africa, 1000-Pieces Augmented Reality Puzzle', 'Transformers Bot Shots Battle Game Battle For The Matrix Set', 'Ravensburger Lighthouse 216 Piece 3D Building Set', 'Dolphin Cove 500 Piece Puzzle', 'LEGO - Minifigures Series 5 - ROYAL GUARD', 'Ravensburger College of Magical Knowledge - 500 Piece Puzzle', 'Mega Bloks Barbie Pet Shop']","['BITS Family Game', 'American Girl Crafts Star Spirit Hair Accessories Kit, McKenna Girl of The Year 2012']",1360886400
5767,"[4354, 5322, 552, 5320, 5314, 6189, 6961, 7434, 7217, 7284, 2527]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['LeapFrog Leapster Carrying Case, Pink', 'LeapFrog  Leapster Explorer Leaplet Download Cards (set of 2)', 'Melissa &amp; Doug Classic Wooden Abacus', 'LeapFrogThe Penguins of Madagascar: Operation Plushy Rescue Learning Game (works with LeapPad Tablets and LeapsterGS)', 'LeapFrog Leapster Explorer Learning Game System, Green', 'LeapFrog Leapster Explorer Camera and Video Recorder (Attachment/Accessory Only)', 'Wowwee Lite Sprite Tree Of Lite', 'LeapFrog Digital  Download Card (works with all LeapPad Tablets, LeapsterGS and LeapReader)', 'Liv - Dance Doll - Sophie', 'Liv - Dance Doll - Hayden', 'Buffalo Games Puzzle Presto Peel &amp; Stick Puzzle Saver']",['Melissa &amp; Doug Deluxe Standing Easel'],1326153600
7314,"[756, 838, 1108, 1461, 836]","[0, 0, 0, 0, 0]","['Hasbro Elefun', 'Little Touch LeapPad', 'Fisher Price Learning Home', 'Fisher Price Star Station Entertainment System', 'LeapFrog Fridge Phonics Magnetic Alphabet Set - Styles May Vary']",[],1136332800
16362,"[4904, 6789, 8320, 8325, 8854, 4492]","[0, 1, 0, 0, 0, 0]","['Lifetime Ace Flyer Teeter-Totter', 'Galactic Spinner Space Blaster Gun with Lights &amp; Sound', 'Monster High Ghouls Rule Draculaura Doll', 'Monster High Robecca Steam Doll', 'Monster High Doll Venus McFlytrap Daughter of the Plant Monster', 'Strap On LED Fingers - Set of 4']",['Monster High Ghouls Rule Frankie Stein Doll'],1393286400
4322,"[5765, 1897, 3608, 5036, 7353, 2273, 6406, 3517, 6013, 7120, 7972]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['Dinosaur Train Pop N Race Game', 'POOF-Slinky 0SA227 Scientific Explorer My First Dino Kit, 3-Activities', 'Hello Kitty Balloon Dreams Necklace Charm Flower - Each', 'Gund Tristen-T-Rex', 'Fisher-Price Kid-Tough Digital Camera, Blue', 'Toysmith Twinkle Toof Tooth, 3.5&quot;', 'LEGO Harry Potter Diagon Alley 10217', 'Amscan Hello Kitty Party Favors Value Pack, 48-Piece', 'Webkinz Midnight Monster', 'American Girl Crafts Memory Book, Friends', 'LEGO Creator Prehistoric Hunters 6914']",['Marvel The Avengers Gamma Green Smash Fists'],1383609600
8527,"[956, 2516, 7402, 2215, 1390, 6325, 6508, 7680]","[0, 0, 0, 0, 1, 0, 0, 0]","['Educational Insights Design &amp; Drill Activity Center', 'Battat Take-A-Part Airplane', 'Candy Land - The World of Sweets Board Game', 'Polybag Asian Mountain 6 Pieces', 'POOF-Slinky 0C470 Ideal 100-Trick Spectacular Magic Show Set with Instructional DVD', 'Safari Print Zebra Leopard Tiger Cheetah Print Latex Party Supply Balloons', 'Learning Resources Jumbo Zoo Animals', 'William Mark Air Swimmer Flying Shark']",['Melissa &amp; Doug Deluxe Latches Board'],1379203200
5645,"[531, 3446, 2877, 3928, 1754, 7058]","[0, 1, 1, 0, 0, 0]","['LeapFrog Discovery Ball', 'Disney Princess The Little Mermaid Prince Eric Doll', 'Radio Flyer Sport Coupe Red', 'Blokus Game', 'LeapFrog&reg; Leapster&reg; Learning Game System - Green', 'MindWare Q-Ba-Maze Cool Colors']","['Plush Elmo Knows Your Name', 'Snap Circuits Jr. SC-100 Kit']",1356480000
9760,"[2935, 3585, 1848, 1343, 2493, 7950, 9984, 6014, 6064, 7396, 6862]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]","['Melissa &amp; Doug Deluxe Grocery Store / Lemonade Stand', 'Melissa &amp; Doug Fairy Tale Friendship Floor Puzzle', 'HABA Orchard Game', 'Aurora Plush 12&quot; Perry Flopsie', 'Webkinz Pink Pony', 'LEGO Bricks and More Pink Brick Box 4625', 'Transformers Generations Fall of Cybertron Series 1 Soundblaster Figure 6.5 Inches', 'Webkinz Okapi', 'Webkinz Pinktastic Peacock', ""Barbie Hug 'n Heal Pet Dr Maltese White"", 'VTech - Kidizoom Digital Camera']","['Perplexus Maze Game by PlaSmart, Inc.', 'Playmobil 4858 Open Air Pool with Slide', 'VTech - Kidizoom Digital Camera - Pink']",1360886400
14923,"[3278, 4375, 6463, 6168, 6310, 7129]","[1, 0, 0, 0, 0, 0]","['Pump Rocket Mini Replacement Rockets 8 Pack', 'Franklin Sports Go Pro Youth Football Goal Post Set', 'Webkinz Cinnamon Mazin Hamster', 'Barbie Strollin Pups Playset', 'Webkinz Hope Mazin Hamster', 'Angry Birds Plush 5-Inch Red Bird with Sound']",['Plush Brushy Hamster 5&quot;'],1358899200
7856,"[2395, 3327, 2930, 4569, 840]","[0, 0, 0, 0, 0]","['Melissa &amp; Doug Deluxe 10-Piece Magnetic Fishing Game', 'Step2 All Star Sports Climber', 'Melissa &amp; Doug Dry-Erase Marker Set (4 pc)', 'CX Blaster Water Balloon Launcher - 200 Yard', '69&quot; x 69&quot; x 53&quot; Jump-o-Lene Castle Bouncer']",[],1368576000
12272,"[8386, 10285, 8654, 9353, 7791, 9137, 2772, 9779, 10087, 10254, 10737]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[""Race Through Space Children's Game"", 'LEGO Super Heroes Iron Man Malibu Mansion Attack (76007)', 'Fisher-Price Loving Family Dream Dollhouse with Caucasian Family', 'LeapFrog  Disney Phineas and Ferb Learning Game (Works with LeapFrog Tablets, LeapsterGS, and Leapster Explorer)', 'SmartLab Toys Squishy Head To Toe', 'MEEP! Android Kids Tablet', 'Fisher Price Kid Tough Digital Camera - Blue', 'Mega Bloks Barbie Luxury Mansion', 'Melissa &amp; Doug Show-Horse Stable', 'FurReal Friends Cuddles My Giggly Monkey Pet', 'Disney Princess Holiday Princess Ariel Doll']","['Disney Prettiest Princess Castle', 'Zynga Cityville Monopoly Game']",1375142400
6259,"[3255, 3185, 5146, 5718, 6616, 5766, 5447, 6240, 6332, 6805, 6928]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['Tyco R/C Wheelie Cycle 27mhz', 'LeapFrog Leapster 2 Learning Game System - Pink', 'Bop It Bounce', 'Tonka Mod Machine Motorized Semi', 'Green Lantern Colossal Cannon Blaster', 'LeapFrog TAG&nbsp;Reading System, Purple', 'Moon Dough - Magic Barnyard', 'Smarty Ants Phonics Reading Pup Husky', 'Cars 2 R/C 1:24th - Mater', 'Power Wheels Dune Racer, Green', 'Thomas the Train: TrackMaster Cranky and Flynn Save the Day Playset']",['LEGO Toy Story Western Train Chase (7597)'],1316995200
12982,"[2213, 10458, 2719, 3028, 5604]","[0, 1, 0, 0, 0]","['Wild Republic Polybag Aquatic', 'LeapFrog LeapPad Hello Kitty Carrying Case (Works with all LeapPad2 and LeapPad1 Tablets)', 'Intex River Run 1 Inflatable Float Tube', 'Trophy Triangle 5 Inch', ""Rory's Story Cubes""]",['Wild Republic Polybag African Animals 6 Pieces'],1377388800
958,"[72, 3844, 4096, 583, 1202, 4971, 4398, 2516, 398, 3917, 6658]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['Ingenious', ""Fisher-Price Amazing Animals Rollin' Around Jungle Playground"", 'Transformers  Voyager Iron Hide', 'Melissa &amp; Doug Deluxe Wooden Pound-A-Peg', 'Quercetti Fantacolor Junior Pegboard Set', 'Hot Wheels Loop and Jump Track Set', 'Melissa &amp; Doug Beep Beep Jigsaw Puzzle - 24 - Piece', 'Battat Take-A-Part Airplane', 'Schylling Thomas Tin Drum', 'PLAYMOBIL 1.2.3 Large Farm', ""Kid Galaxy Spin 'n Go Fire Truck""]",['Melissa &amp; Doug 20 Animal Magnets in a Box'],1327017600
3847,"[697, 2113, 3034, 337, 761, 4712, 540, 3784, 4363, 4543, 4725]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Melissa &amp; Doug 100-Piece Wood Blocks Set', 'Melissa &amp; Doug Wooden Shape Sorting Clock', 'Martian Matter Alien Maker Playset  -  Spaceship', 'Thomas &amp; Friends Wooden Railway - Mavis', '3D solar system kit', 'Suretrack Locking System for Wooden Rail Toys ** THREE PACKS ** includes BONUS (2) Thomas the Tank Engine Stickers', 'Schylling Large School Bus Die Cast Toy', 'LEGO Star Wars Hyena Droid Bomber (8016)', 'VTech Sing and Discover Story Piano', 'Little Tikes Little Handiworker Workhorse', 'LEGO City Lighting Repair (3179)']",[],1306454400
2294,"[8825, 7101, 2084, 9594, 10434, 10784, 9967, 5068, 11265, 5060, 11204]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Fisher-Price Disney's Mickey Mouse Farm Playset"", ""Chuggington Wooden Railway Koko &amp; Hodge's Clock Tower Set"", ""Ravensburger Penguin Pile - Up - Children's Game"", 'Little Tikes Pillow Racers Plane', 'Melissa &amp; Doug Chloe &amp; Zoe - Magnetic Dress Up', 'Barbie Mariposa and The Fairy Princess Castle Playset with Mini-Dolls', 'Melissa &amp; Doug Design-Your-Own Bracelets', 'Be Amazing Toys Big Bag Of Science', 'Hearts for Hearts Girls Shola Doll from Afghanistan', 'Clue The Classic Edition', 'Spin Master Games - Hedbanz Act Up MX']",[],1384214400
3768,"[768, 8937, 775, 9533, 4906, 329, 10061]","[0, 1, 0, 0, 1, 0, 0]","['Radio Flyer Pathfinder Wagon&reg;, Red', 'LEGO Star Wars 9500 Sith Fury-class Interceptor', 'Melissa &amp; Doug Puzzle Storage Case Single Wire', 'Aquadoodle Replacement Pen (set of 2)', 'Lifetime Double-Shot Arcade Basketball System', 'LEGO Duplo Green Building Plate (15&quot; X 15&quot;)', 'LEGO DUPLO Creative Play Toddler Build and Pull Along 10554']","['Radio Flyer Wagon Canopy', '24 Safari Zoo Theme Finger Puppets']",1391990400
12570,"[2714, 7487, 2083, 8326, 9561]","[0, 0, 0, 0, 0]","['Disney Enchanted Tales Musical Carousel Coach Playset', 'Baby Alive Crib Life Twins', 'ALEX&reg; Toys Artist Studio Desk To Go - 507', 'Monster High Create-A-Monster Design Lab Nocturnal Add-On Pack', 'Farmville Zynga Hungry Hungry Herd Game']",[],1356480000
6130,"[594, 1609, 2177, 2672, 6830, 5383, 6400, 8831]","[0, 0, 0, 0, 1, 0, 0, 0]","['Gamewright Hisss Card Game', 'Sleeping Queens', 'Eeboo Picnic Game', 'Quercetti Tecno Building Toy', ""LEGO The Captain's Cabin 4191"", 'Educational Insights Laundry Jumble Game', 'Educational Insights The Sneaky, Snacky Squirrel Game', 'Fisher-Price Imaginext Eagle Talon Castle']",['Fisher-Price Medical Kit'],1358035200
6494,"[640, 5242, 3222, 2852, 4354, 5314, 8704, 6390]","[0, 0, 0, 0, 0, 0, 0, 0]","['Fisher-Price PowerTouch Learning System', 'Matchbox Mega Rig Jurassic Copter Building System', 'MGA Chou Chou- Mommy Make Me Better Doll', 'LEGO 7585 Belville Horse Stable', 'LeapFrog Leapster Carrying Case, Pink', 'LeapFrog Leapster Explorer Learning Game System, Green', 'Badger Basket Double Doll Travel Case with Bunk Bed and Bedding (Dark Pink)', 'Doll Scooter &amp; Helmet Set, 18 Inch Dolls Accessories fit for American Girl Dolls, 2 Pc. Doll Helmet &amp; Scooter Set, 18&quot; Doll Furniture']",[],1388880000
4243,"[11351, 3960, 4251, 4959, 5862, 5863, 8645, 9623, 9799, 11354, 2548]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Stuffies - Blaze the Dragon', 'Green Toys Dump Truck', 'Neon Jelly Bracelets (144 pcs) [Toy]', 'B. One Two Squeeze Blocks', 'Air Hunterz Red Arrow Refills', 'Zing Air Hunter Z Curve Bow in FFP, Red', 'Hog Wild Toys Penguin Popper', 'Hog Wild Bass Popper Foam Battle Toy', 'Stuffies - Digger the Dog', 'Stuffies - Whisper the Cat', 'Automoblox Mini A9/Mini X9-X/Mini M9 (3-Pack)']",[],1388966400
295,"[3102, 7775, 7952, 7958, 7959, 7962, 8904, 8905, 8906, 6272, 6273]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Accoutrements Yodelling Pickle', 'LEGO Star Wars Droid Escape 9490', 'LEGO City 4X4 Fire Truck 4208', 'LEGO City Town Ambulance 4431', 'LEGO City Town Car and Caravan 4435', 'LEGO City Town Dump Truck 4434', 'LEGO City 4201 Loader and Tipper', 'LEGO City 4202 Mining Truck', 'LEGO City: Excavator Transport 4203', 'LEGO Police Prisoner Transport 7286', 'LEGO Mobile Police Unit 7288']",[],1352419200
3448,"[9354, 8698, 11159, 10955, 11124, 11193, 11162, 11187, 10353, 10819, 11502]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[""LeapFrog LeapPad2 Explorer Kids' Learning Tablet, Green"", 'Jake and The Never Land Pirates Who Shook Hook Adventure Board Game', 'First Act Discovery Jr. Drum Set - FD5053', 'Hot Wheels Car Maker Playset', 'Perfection Game', 'Thor Marvel The Dark World Titan Hero Series Action Figure, 12-Inch', 'LeapFrog Disney Doc McStuffins Learning Game (works with LeapPad Tablets and Leapster GS)', 'Disney Jr Guess WhoGame', 'B. Toys Critter Clinic Toy Vet Play Set', 'Angry Birds Star Wars Jenga Rise of Darth Vader Game', 'Fisher-Price Imaginext Alpha Explorer']",['Playskool Heroes Transformers Rescue Bots Beam Box Game System'],1390867200
3186,"[5646, 285, 3409, 6982, 3442, 6270, 3038, 2630, 5078, 3996, 4429]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","['Richard Scarry Matching Game', 'Fisher-Price Toddlerz Chatter Telephone', 'Ravensburger Land of The Giants - 100 Piece Puzzle', 'LEGO SpongeBob Heroic Heroes of the Deep 3815', 'Trademark Innovations Complete Bingo Game Set', 'LEGO DUPLO My First Zoo 6136', 'Playskool Magic Tambourine', 'Franklin Sports Nickelodeon Dora The Explorer Size 3 Air Tech Soccer Ball', 'Thomas the Train: Hiro Patchwork Take N Play Engine', 'Ravensburger Ocean Turtles - 200 Piece Puzzle', 'Step2 101 Piece Play Food Assortment']","['Strawberry Shortcake Berry Bitty Market Playset', 'Curious George Matching Game']",1381190400
14590,"[9594, 9991, 10255, 3023, 9923, 8141, 9800, 10468, 10498, 3024, 10584]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","['Little Tikes Pillow Racers Plane', 'Super Soaker Switch Shot Blaster', 'FurReal Friends Trixie the Skateboarding Pup Pet', 'Schleich Animal Nursery', 'Teamson Kids Fancy Mansion Wooden Doll House with Furniture', 'OgoBild Nexus', 'Stuffies - Sky the Giraffe', 'Adora Bathtime Baby 13&quot; Doll, Blue Eyes, Shark', 'Adora SnuggleTime 13&quot; Plush Doll, Pink', 'Brio Pull Along Duck Baby Toy', 'Manhattan Toy Zoo Winkels Owl Rattle']","['Disney Princess Ultimate Dream Castle', 'Kaotiks The Psycho-Plex Playset with Vehicle']",1386028800
16315,"[4422, 11709, 4459, 4997, 6143, 1252]","[0, 1, 0, 0, 0, 1]","['Melissa &amp; Doug Train Sound Puzzle', 'LEGO Star Wars 75034 Death Star Troopers', 'Melissa &amp; Doug Pets Sound Puzzle', 'Little Tikes Spray and Rescue Fire Truck', 'WOW Ronnie Rocket - Fantasy (2 Piece Set)', 'Crayola 24ct Mini Twistables Crayons']","['Melissa &amp; Doug Farm Animals Sound Puzzle', 'Fisher-Price Little People Zoo Talkers Animal Sounds Zoo']",1356912000
14294,"[6939, 4896, 4391, 2864, 3649, 11590]","[0, 0, 0, 0, 0, 0]","['Fisher-Price Big Action Construction Site with Remote Control', 'My Pillow Pets Ms. Cat 18&quot; Large (Black)', 'My Pillow Pets Miss Lady Bug 18&quot;', 'Aurora Plush Bella Flopsie - 12&quot;', 'Aurora Plush Tux Flopsie - 12&quot;', 'UPGRADED VERSION - FULLY TESTED, SATISFACTION GUARANTEED!! 3.5 Channel Metal Helicopter with 2.4 Ghz Remote for Outdoor Flying and Removable Lipo Battery for Extended Flight Time (CIS-707) - Colors vary']",[],1390262400
12588,"[5989, 7012, 7487, 8187, 9254, 7565, 8732, 10500, 10849, 10737, 2085]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Sharpie Liquid Mechanical Pencil, 1 Mechanical Pencil (1770243)', 'Littlest Pet ShopTreehouse Playset', 'Baby Alive Crib Life Twins', 'Littlest Pet Shop Slide and Dive Playset', 'Littlest Pet Shop Fairies Fairy Fun Rollercoaster Playset', 'LeapFrog My Own Story Time Pad (Purple)', 'Chicks Go Boom', 'Fisher-Price Mike the Knight: Glendragon Castle Playset', 'Fisher-Price Imaginext Monsters University Monsters Scare Factory', 'Disney Princess Holiday Princess Ariel Doll', 'SKLZ Hit-A-Way Jr. - 2-in-1 Youth Batting Trainer']",[],1376524800
